Product_Name,Older Price,New Price,Discount,Rating
(Renewed) Lenovo ThinkPad 14 inch (35.56 cm) HD Laptop (Core i5 4th Gen/8 GB RAM/1 TB HDD/Windows 10 Pro/MS Office 19/Webcam/USB 3.0/Wifi/BT/Cardreader/Pan India Warranty/Integrated Graphics),₹ 89999,₹ 19999,(77% off),1.0 out of 5 stars
"(Renewed) Lenovo ThinkPad 5th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/512 GB SSD/12.5"" (31.8 cm)/Windows 10 Pro/MS Office/WiFi/Bluetooth 4.0/Webcam/Intel HD Graphics)",₹ 40000,₹ 18298,(54% off),3.7 out of 5 stars
"(Renewed) Lenovo ThinkPad 6th Gen Intel Core i3 Thin & Light HD Laptop (4 GB RAM/128 GB SSD/14"" (35.6 cm)/Windows 11/MS Office/WiFi/Bluetooth 4.1/Webcam/Integrated Graphics)",₹ 40000,₹ 15998,(60% off),4.4 out of 5 stars
"(Renewed) Lenovo ThinkPad 6th Gen Intel Core i3 Thin & Light HD Laptop (4 GB RAM/256 GB SSD/14"" (35.6 cm)/Windows 11/MS Office/WiFi/Bluetooth 4.1/Webcam/Integrated Graphics)",₹ 89999,₹ 16999,(81% off),3.3 out of 5 stars
"(Renewed) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/500 GB HDD/12.5"" (31.7 cm)/Windows 11/MS Office/WiFi/Bluetooth 4.0/Webcam/Integrated Graphics)",₹ 89999,₹ 16999,(81% off),
"(Renewed) Lenovo ThinkPad Core 2 Duo HD Business Laptop (4 GB RAM/320 GB HDD/14"" (35.6 cm)/Windows 7/MS Office/WiFi/Bluetooth/Webcam/Integrated Graphics)",₹ 89999,₹ 11999,(86% off),5.0 out of 5 stars
"(Renewed) Lenovo ThinkPad E470 7th Gen Intel Core i3 Thin & Light HD Laptop (8 GB DDR4 RAM/500 GB HDD/14"" (35.6 cm)/Windows 11/MS Office/WiFi/Bluetooth/Webcam/Integrated Graphics)",₹ 89999,₹ 15999,(82% off),2.4 out of 5 stars
"(Renewed) Lenovo Thinkpad L450 14 inches Laptop (Intel Core I5 5th Gen/8GB/500GB/Windows 10 Pro/MS Office/Anti Glare Display/Webcam/Bluetooth/Wifi/Integrated Graphics), Black, 1.8kg",₹ 75000,₹ 19392,(74% off),3.7 out of 5 stars
"(Renewed) Lenovo Thinkpad T440 14 inches Robust Security & Manageability Laptop (Intel Core i5 4th Gen/8GB/500GB HDD/Windows 10/MS Office Pro 2019/Integrated Graphics), Black, 1.9kg",₹ 80000,₹ 16838,(78% off),3.2 out of 5 stars
"(Renewed) Lenovo ThinkPad T450 Intel Core i5-5300U 14 inches Business Laptop Computer, 8GB RAM, 256GB SSD, Windows 10, 1.1925Kg, 1.1925Kg",₹ 59999,₹ 18564,(69% off),4.1 out of 5 stars
"(Renewed)Lenovo ThinkPad L440 4th Gen Intel Core i3 Thin & Light HD Laptop (8 GB RAM/500 GB HDD/14"" (35.6 cm)/Windows 10 Pro/MS Office/Wifi/Bluetooth 4.0/Webcam/Integrated Graphics)",₹ 89990,₹ 14999,(83% off),2.9 out of 5 stars
"ASUS New Chromebook Celeron Intel Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C523NA-BR0476 Chromebook 15.6 inches, Silver, 1.43 Kg",₹ 26990,₹ 21000,(22% off),3.3 out of 5 stars
"HP (Renewed) Probook 8440p-i5-4 GB-120 GB 14-inch Laptop (Core i5/4GB/120GB SSD/Windows 7/Integrated Graphics), Silver",₹ 69990,₹ 14990,(78% off),3.4 out of 5 stars
HP EliteBook 745 G3 14in Notebook Laptop AMD A10-8700B 1.8GHz 8GB 256GB SSD Windows 10 Professional (Renewed),₹ 29999,₹ 19799,(34% off),3.9 out of 5 stars
