,product_name,product_url,category,status,star_ratings
1213,Olifair Active Light Sunscreen SPF 90 - 50 ml (Free Riya Fruity Soap),https://yoshops.com/products/olifair-active-light-sunscreen-spf-90-50-ml-free-riya-fruity-soap,Personal Care,Reviewd,5.0
1218,OLIFAIR Alkaline De-Tan Cream White - 350 gm (Free Riya Fruity Soap),https://yoshops.com/products/olifair-alkaline-de-tan-cream-white-350-gm-free-riya-fruity-soap,Personal Care,Reviewd,5.0
1219,QUECHUA Mini Laptop Bag 10 Liter- Red/Black,https://yoshops.com/products/quechua-laptop-bag,Kids,Reviewd,5.0
1233,Men Sports Shoes Runners Lightweight (White-Blue),https://yoshops.com/products/men-sports-shoes-runners-lightweight-white-blue,Kids,Reviewd,5.0
1234,Casual Leather Sneakers for Men (Red+Blue),https://yoshops.com/products/casual-leather-sneakers-for-men-red-blue1,Kids,Reviewd,5.0
1235,Casual Sneakers Leather for Men (White+Black),https://yoshops.com/products/casual-sneakers-leather-for-men-white-black,Kids,Reviewd,5.0
1236,Red Top Genuine Leather Shoes for Men (Brown),https://yoshops.com/products/red-top-genuine-leather-shoes-for-men-brown,Kids,Reviewd,5.0
1247,Men Sports Shoes Runners Lightweight (White-Blue),https://yoshops.com/products/men-sports-shoes-runners-lightweight-white-blue,Shoes,Reviewd,5.0
1248,Casual Leather Sneakers for Men (Red+Blue),https://yoshops.com/products/casual-leather-sneakers-for-men-red-blue1,Shoes,Reviewd,5.0
1249,Casual Sneakers Leather for Men (White+Black),https://yoshops.com/products/casual-sneakers-leather-for-men-white-black,Shoes,Reviewd,5.0
1250,Red Top Genuine Leather Shoes for Men (Brown),https://yoshops.com/products/red-top-genuine-leather-shoes-for-men-brown,Shoes,Reviewd,5.0
1251,1KG Chicken Biryani (Chennai),https://yoshops.com/products/1-kg-chicken-biryani,Foods,Reviewd,5.0
1252,1 Bucket Chicken Biryani Party Pack 5kg (Chennai),https://yoshops.com/products/1-bucket-chechen-biryani-party-pack-5kg,Foods,Reviewd,5.0
1333,1 Bucket Chicken Biryani Party Pack 5kg (Chennai),https://yoshops.com/products/1-bucket-chechen-biryani-party-pack-5kg,Non Veg,Reviewd,5.0
1365,1KG Chicken Biryani (Chennai),https://yoshops.com/products/1-kg-chicken-biryani,Biryani,Reviewd,5.0
1366,1 Bucket Chicken Biryani Party Pack 5kg (Chennai),https://yoshops.com/products/1-bucket-chechen-biryani-party-pack-5kg,Biryani,Reviewd,5.0
1373,Summer Internship Gift,https://yoshops.com/products/summer-internship-gift,Services,Reviewd,4.6
1374,Refer and Earn Rs.2000 and Get Free Partnership Gift,https://yoshops.com/products/refer-and-earn-rs-2000-and-get-free-partnership-gift,Services,Reviewd,5.0
1375,Data Science Internship Training Program,https://yoshops.com/products/data-science-internship-training-program,Services,Reviewd,5.0
1376,Blockchain Developer Internship Training Program,https://yoshops.com/products/blockchain-developer-internship-training-program1,Services,Reviewd,5.0
1377,Hospitality Internship Training Program,https://yoshops.com/products/hospitality-internship-training-program1,Services,Reviewd,5.0
1378,Cyber Security Internship Training Program,https://yoshops.com/products/cyber-security-internship-training-program,Services,Reviewd,5.0
1379,Artificial Intelligence and Machine learning Internship Training Program,https://yoshops.com/products/artificial-intelligence-and-machine-learning-internship-training-program,Services,Reviewd,5.0
1380,BigData Hadoop and Apache Spark Internship Training Program,https://yoshops.com/products/bigdata-hadoop-and-apache-spark-internship-training-program,Services,Reviewd,5.0
1381,"Upstox Free Demat & Trading Account Get Free Gift (Wallet,Bag,Earphone) Value of Rs.999 from Yoshops.com",https://yoshops.com/products/upstox-free-demat-trading-account-get-free-gift-wallet-bag-earphone-value-of-rs-999-from-yoshops-com,Services,Reviewd,5.0
1382,"ONLINE TUTION FOR CLASS- NURSERY,LKG,UKG(FREE 5 DAYS DEMO CLASS)",https://yoshops.com/products/online-tution-for-class-nursery-lkg-ukg-free-5-days-demo-class1,Services,Reviewd,5.0
1383,Web Design & Development Internship Training Program,https://yoshops.com/products/web-design-development-internship-training-program1,Services,Reviewd,5.0
1384,"Fun Activities for Kids LKG to STD 10(Singing, Dancing, Drawing, Craft, Music, Yoga, Karate)",https://yoshops.com/products/fun-activities-for-kids-lkg-to-std-10-singing-dancing-drawing-craft-music-yoga-karate,Services,Reviewd,5.0
1385,Drone Workshop Training Program,https://yoshops.com/products/drone-workshop-training-program,Services,Reviewd,5.0
1397,Interior Designer Service,https://yoshops.com/products/interior-designer-service,Services,Reviewd,5.0
1426,Digital Marketing Internship Training Program,https://yoshops.com/products/digital-marketing-internship-training-program1,Services,Reviewd,5.0
1427,Human Resource Internship Training Program,https://yoshops.com/products/human-resource-internship-training-program1,Services,Reviewd,5.0
1442,Finance Internship Training Program,https://yoshops.com/products/finance-internship-training-program1,Services,Reviewd,5.0
1448,Olifair Day Cream Skin Lightening Cream for Women 50 ml(Riya Fruity Soap Free),https://yoshops.com/products/olifair-day-cream-skin-lightening-cream-for-women-50-ml1,Services,Reviewd,5.0
1449,Olifair Super Combo Pack(Olifair Night Cream and Day Cream),https://yoshops.com/products/olifair-super-combo-pack-olifair-night-cream-and-day-cream,Services,Reviewd,5.0
1450,OLIFAIR Activated Charcoal Bleach With Tea Tree Essential Oil (335gm)(Riya Fruity Soap Free),https://yoshops.com/products/olifair-activated-charcoal-bleach-with-tea-tree-essential-oil-335gm,Services,Reviewd,5.0
1451,OLIFAIR Unisex Butter Organic Bleach (335 gm)(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-butter-organic-bleach-335-gm1,Services,Reviewd,5.0
1452,Olifair Gold and Charcoal Whitening Soap (Pack of 2) 200 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-gold-and-charcoal-whitening-soap-pack-of-2-200-gm1,Services,Reviewd,5.0
1453,Olifair Ultra Gold Whitening Soap (Pack of 4) 400 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-ultra-gold-whitening-soap-pack-of-4-400-gm,Services,Reviewd,5.0
1454,Olifair Ultra Gold Whitening Soap (Pack of 6) 600 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-ultra-gold-whitening-soap-pack-of-6-600-gm,Services,Reviewd,5.0
1455,Olifair Charcoal Whitening Soap 120 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-charcoal-whitening-soap-120-gm,Services,Reviewd,5.0
1456,"Olifair Facial Kit Combo Pack (Gold, Charcoal, Lightening, Seaweed, Wrinkle) 750 gm(Riya Fruity Soap Free)",https://yoshops.com/products/olifair-facial-kit-combo-pack-gold-charcoal-lightening-seaweed-wrinkle-750-gm,Services,Reviewd,5.0
1457,OLIFAIR Skin Lightening Facial Kit for Face 150 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-skin-lightening-facial-kit-for-face-150-gm1,Services,Reviewd,5.0
1458,OLIFAIR Unisex Age lock And Wrinkle Facial Kit 150Gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-age-lock-and-wrinkle-facial-kit-150gm,Services,Reviewd,5.0
1459,OLIFAIR Unisex Gold Facial Kit For Healthy Skin 150gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-gold-facial-kit-for-healthy-skin-150gm,Services,Reviewd,5.0
1460,OLIFAIR Activated Charcoal Face Kit With Tea Tree Essential Oil 150gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-activated-charcoal-face-kit-with-tea-tree-essential-oil-150gm,Services,Reviewd,5.0
1461,OLIFAIR Unisex Seaweed Facial Kit Pack 150gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-seaweed-facial-kit-pack-150gm,Services,Reviewd,5.0
1462,Olifair Activated Carbon + Kerovita Gel Refreshing Face Wash 50 ml(Riya Fruity Soap Free),https://yoshops.com/products/olifair-activated-carbon-kerovita-gel-refreshing-face-wash-50-ml,Services,Reviewd,5.0
1463,Olifair Gold Radiance Face Wash for All Skin Types - 50 ml(Riya Fruity Soap Free),https://yoshops.com/products/olifair-gold-radiance-face-wash-for-all-skin-types-50-ml,Services,Reviewd,5.0
1466,Olifair Saffron Face Wash - 120 ml (Free Riya Fruity Soap),https://yoshops.com/products/olifair-saffron-face-wash-120-ml-free-riya-fruity-soap,Services,Reviewd,5.0
1470,Olifair Active Light Sunscreen SPF 90 - 50 ml (Free Riya Fruity Soap),https://yoshops.com/products/olifair-active-light-sunscreen-spf-90-50-ml-free-riya-fruity-soap,Services,Reviewd,5.0
1475,OLIFAIR Alkaline De-Tan Cream White - 350 gm (Free Riya Fruity Soap),https://yoshops.com/products/olifair-alkaline-de-tan-cream-white-350-gm-free-riya-fruity-soap,Services,Reviewd,5.0
1476,YouTuber Akshay Bhansali YouTube Channel name - Experiment World and Subscriber- 133,https://yoshops.com/products/youtuber-akshay-bhansali-youtube-channel-name-experiment-world-and-subscriber-133,Services,Reviewd,5.0
1477,Hindi Class For STD 1 to STD 10 Free 5 Demo Class,https://yoshops.com/products/hindi-class-for-std-1-to-std-10-free-5-demo-class,Services,Reviewd,5.0
1480,"Hammer Smart Watch Pulse 2.0 with Blood Oxygen Monitoring,Calling and Activity Tracker",https://yoshops.com/products/hammer-smart-watch-pulse-2-0-with-blood-oxygen-monitoring-calling-and-activity-tracker,Services,Reviewd,5.0
1487,B.TECH Online Class Live Tuition Training Program with INTERNSHIP,https://yoshops.com/products/b-tech-online-class-live-tuition-training-program-with-internship,Services,Reviewd,5.0
1489,"ONLINE TUTION FOR CLASS- NURSERY,LKG,UKG(FREE 5 DAYS DEMO CLASS)",https://yoshops.com/products/online-tution-for-class-nursery-lkg-ukg-free-5-days-demo-class1,Online Live Tuition,Reviewd,5.0
1490,"Fun Activities for Kids LKG to STD 10(Singing, Dancing, Drawing, Craft, Music, Yoga, Karate)",https://yoshops.com/products/fun-activities-for-kids-lkg-to-std-10-singing-dancing-drawing-craft-music-yoga-karate,Online Live Tuition,Reviewd,5.0
1491,Drone Workshop Training Program,https://yoshops.com/products/drone-workshop-training-program,Online Live Tuition,Reviewd,5.0
1501,Hindi Class For STD 1 to STD 10 Free 5 Demo Class,https://yoshops.com/products/hindi-class-for-std-1-to-std-10-free-5-demo-class,Online Live Tuition,Reviewd,5.0
1503,B.TECH Online Class Live Tuition Training Program with INTERNSHIP,https://yoshops.com/products/b-tech-online-class-live-tuition-training-program-with-internship,Online Live Tuition,Reviewd,5.0
1504,Data Science Internship Training Program,https://yoshops.com/products/data-science-internship-training-program,Training Internship Work From Home,Reviewd,5.0
1505,Blockchain Developer Internship Training Program,https://yoshops.com/products/blockchain-developer-internship-training-program1,Training Internship Work From Home,Reviewd,5.0
1506,Hospitality Internship Training Program,https://yoshops.com/products/hospitality-internship-training-program1,Training Internship Work From Home,Reviewd,5.0
1507,Cyber Security Internship Training Program,https://yoshops.com/products/cyber-security-internship-training-program,Training Internship Work From Home,Reviewd,5.0
1508,Artificial Intelligence and Machine learning Internship Training Program,https://yoshops.com/products/artificial-intelligence-and-machine-learning-internship-training-program,Training Internship Work From Home,Reviewd,5.0
1509,BigData Hadoop and Apache Spark Internship Training Program,https://yoshops.com/products/bigdata-hadoop-and-apache-spark-internship-training-program,Training Internship Work From Home,Reviewd,5.0
1510,Web Design & Development Internship Training Program,https://yoshops.com/products/web-design-development-internship-training-program1,Training Internship Work From Home,Reviewd,5.0
1511,Drone Workshop Training Program,https://yoshops.com/products/drone-workshop-training-program,Training Internship Work From Home,Reviewd,5.0
1514,Digital Marketing Internship Training Program,https://yoshops.com/products/digital-marketing-internship-training-program1,Training Internship Work From Home,Reviewd,5.0
1515,Human Resource Internship Training Program,https://yoshops.com/products/human-resource-internship-training-program1,Training Internship Work From Home,Reviewd,5.0
1522,Finance Internship Training Program,https://yoshops.com/products/finance-internship-training-program1,Training Internship Work From Home,Reviewd,5.0
1527,"Upstox Free Demat & Trading Account Get Free Gift (Wallet,Bag,Earphone) Value of Rs.999 from Yoshops.com",https://yoshops.com/products/upstox-free-demat-trading-account-get-free-gift-wallet-bag-earphone-value-of-rs-999-from-yoshops-com,Sponsorship Marketing,Reviewd,5.0
1531,YouTuber Akshay Bhansali YouTube Channel name - Experiment World and Subscriber- 133,https://yoshops.com/products/youtuber-akshay-bhansali-youtube-channel-name-experiment-world-and-subscriber-133,Sponsorship Marketing,Reviewd,5.0
1533,"Upstox Free Demat & Trading Account Get Free Gift (Wallet,Bag,Earphone) Value of Rs.999 from Yoshops.com",https://yoshops.com/products/upstox-free-demat-trading-account-get-free-gift-wallet-bag-earphone-value-of-rs-999-from-yoshops-com,Blog Sponsorship,Reviewd,5.0
1537,YouTuber Akshay Bhansali YouTube Channel name - Experiment World and Subscriber- 133,https://yoshops.com/products/youtuber-akshay-bhansali-youtube-channel-name-experiment-world-and-subscriber-133,Blog Sponsorship,Reviewd,5.0
1539,"Upstox Free Demat & Trading Account Get Free Gift (Wallet,Bag,Earphone) Value of Rs.999 from Yoshops.com",https://yoshops.com/products/upstox-free-demat-trading-account-get-free-gift-wallet-bag-earphone-value-of-rs-999-from-yoshops-com,Instagram Sponsorship,Reviewd,5.0
1543,YouTuber Akshay Bhansali YouTube Channel name - Experiment World and Subscriber- 133,https://yoshops.com/products/youtuber-akshay-bhansali-youtube-channel-name-experiment-world-and-subscriber-133,Instagram Sponsorship,Reviewd,5.0
1547,YouTuber Akshay Bhansali YouTube Channel name - Experiment World and Subscriber- 133,https://yoshops.com/products/youtuber-akshay-bhansali-youtube-channel-name-experiment-world-and-subscriber-133,YouTube Sponsorship,Reviewd,5.0
1549,Summer Internship Gift,https://yoshops.com/products/summer-internship-gift,Bengaluru,Reviewd,4.6
1550,Refer and Earn Rs.2000 and Get Free Partnership Gift,https://yoshops.com/products/refer-and-earn-rs-2000-and-get-free-partnership-gift,Bengaluru,Reviewd,5.0
1551,Data Science Internship Training Program,https://yoshops.com/products/data-science-internship-training-program,Bengaluru,Reviewd,5.0
1552,Blockchain Developer Internship Training Program,https://yoshops.com/products/blockchain-developer-internship-training-program1,Bengaluru,Reviewd,5.0
1553,Hospitality Internship Training Program,https://yoshops.com/products/hospitality-internship-training-program1,Bengaluru,Reviewd,5.0
1554,Cyber Security Internship Training Program,https://yoshops.com/products/cyber-security-internship-training-program,Bengaluru,Reviewd,5.0
1555,Artificial Intelligence and Machine learning Internship Training Program,https://yoshops.com/products/artificial-intelligence-and-machine-learning-internship-training-program,Bengaluru,Reviewd,5.0
1556,BigData Hadoop and Apache Spark Internship Training Program,https://yoshops.com/products/bigdata-hadoop-and-apache-spark-internship-training-program,Bengaluru,Reviewd,5.0
1557,"Upstox Free Demat & Trading Account Get Free Gift (Wallet,Bag,Earphone) Value of Rs.999 from Yoshops.com",https://yoshops.com/products/upstox-free-demat-trading-account-get-free-gift-wallet-bag-earphone-value-of-rs-999-from-yoshops-com,Bengaluru,Reviewd,5.0
1558,"ONLINE TUTION FOR CLASS- NURSERY,LKG,UKG(FREE 5 DAYS DEMO CLASS)",https://yoshops.com/products/online-tution-for-class-nursery-lkg-ukg-free-5-days-demo-class1,Bengaluru,Reviewd,5.0
1559,Web Design & Development Internship Training Program,https://yoshops.com/products/web-design-development-internship-training-program1,Bengaluru,Reviewd,5.0
1560,"Fun Activities for Kids LKG to STD 10(Singing, Dancing, Drawing, Craft, Music, Yoga, Karate)",https://yoshops.com/products/fun-activities-for-kids-lkg-to-std-10-singing-dancing-drawing-craft-music-yoga-karate,Bengaluru,Reviewd,5.0
1561,Drone Workshop Training Program,https://yoshops.com/products/drone-workshop-training-program,Bengaluru,Reviewd,5.0
1572,Interior Designer Service,https://yoshops.com/products/interior-designer-service,Bengaluru,Reviewd,5.0
1598,Digital Marketing Internship Training Program,https://yoshops.com/products/digital-marketing-internship-training-program1,Bengaluru,Reviewd,5.0
1599,Human Resource Internship Training Program,https://yoshops.com/products/human-resource-internship-training-program1,Bengaluru,Reviewd,5.0
1610,Finance Internship Training Program,https://yoshops.com/products/finance-internship-training-program1,Bengaluru,Reviewd,5.0
1616,Olifair Day Cream Skin Lightening Cream for Women 50 ml(Riya Fruity Soap Free),https://yoshops.com/products/olifair-day-cream-skin-lightening-cream-for-women-50-ml1,Bengaluru,Reviewd,5.0
1617,Olifair Super Combo Pack(Olifair Night Cream and Day Cream),https://yoshops.com/products/olifair-super-combo-pack-olifair-night-cream-and-day-cream,Bengaluru,Reviewd,5.0
1618,OLIFAIR Activated Charcoal Bleach With Tea Tree Essential Oil (335gm)(Riya Fruity Soap Free),https://yoshops.com/products/olifair-activated-charcoal-bleach-with-tea-tree-essential-oil-335gm,Bengaluru,Reviewd,5.0
1619,OLIFAIR Unisex Butter Organic Bleach (335 gm)(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-butter-organic-bleach-335-gm1,Bengaluru,Reviewd,5.0
1620,Olifair Gold and Charcoal Whitening Soap (Pack of 2) 200 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-gold-and-charcoal-whitening-soap-pack-of-2-200-gm1,Bengaluru,Reviewd,5.0
1621,Olifair Ultra Gold Whitening Soap (Pack of 4) 400 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-ultra-gold-whitening-soap-pack-of-4-400-gm,Bengaluru,Reviewd,5.0
1622,Olifair Ultra Gold Whitening Soap (Pack of 6) 600 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-ultra-gold-whitening-soap-pack-of-6-600-gm,Bengaluru,Reviewd,5.0
1623,Olifair Charcoal Whitening Soap 120 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-charcoal-whitening-soap-120-gm,Bengaluru,Reviewd,5.0
1624,"Olifair Facial Kit Combo Pack (Gold, Charcoal, Lightening, Seaweed, Wrinkle) 750 gm(Riya Fruity Soap Free)",https://yoshops.com/products/olifair-facial-kit-combo-pack-gold-charcoal-lightening-seaweed-wrinkle-750-gm,Bengaluru,Reviewd,5.0
1625,OLIFAIR Skin Lightening Facial Kit for Face 150 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-skin-lightening-facial-kit-for-face-150-gm1,Bengaluru,Reviewd,5.0
1626,OLIFAIR Unisex Age lock And Wrinkle Facial Kit 150Gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-age-lock-and-wrinkle-facial-kit-150gm,Bengaluru,Reviewd,5.0
1627,OLIFAIR Unisex Gold Facial Kit For Healthy Skin 150gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-gold-facial-kit-for-healthy-skin-150gm,Bengaluru,Reviewd,5.0
1628,OLIFAIR Activated Charcoal Face Kit With Tea Tree Essential Oil 150gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-activated-charcoal-face-kit-with-tea-tree-essential-oil-150gm,Bengaluru,Reviewd,5.0
1629,OLIFAIR Unisex Seaweed Facial Kit Pack 150gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-seaweed-facial-kit-pack-150gm,Bengaluru,Reviewd,5.0
1630,Olifair Activated Carbon + Kerovita Gel Refreshing Face Wash 50 ml(Riya Fruity Soap Free),https://yoshops.com/products/olifair-activated-carbon-kerovita-gel-refreshing-face-wash-50-ml,Bengaluru,Reviewd,5.0
1631,Olifair Gold Radiance Face Wash for All Skin Types - 50 ml(Riya Fruity Soap Free),https://yoshops.com/products/olifair-gold-radiance-face-wash-for-all-skin-types-50-ml,Bengaluru,Reviewd,5.0
1634,Olifair Saffron Face Wash - 120 ml (Free Riya Fruity Soap),https://yoshops.com/products/olifair-saffron-face-wash-120-ml-free-riya-fruity-soap,Bengaluru,Reviewd,5.0
1638,Olifair Active Light Sunscreen SPF 90 - 50 ml (Free Riya Fruity Soap),https://yoshops.com/products/olifair-active-light-sunscreen-spf-90-50-ml-free-riya-fruity-soap,Bengaluru,Reviewd,5.0
1643,OLIFAIR Alkaline De-Tan Cream White - 350 gm (Free Riya Fruity Soap),https://yoshops.com/products/olifair-alkaline-de-tan-cream-white-350-gm-free-riya-fruity-soap,Bengaluru,Reviewd,5.0
1644,YouTuber Akshay Bhansali YouTube Channel name - Experiment World and Subscriber- 133,https://yoshops.com/products/youtuber-akshay-bhansali-youtube-channel-name-experiment-world-and-subscriber-133,Bengaluru,Reviewd,5.0
1645,Hindi Class For STD 1 to STD 10 Free 5 Demo Class,https://yoshops.com/products/hindi-class-for-std-1-to-std-10-free-5-demo-class,Bengaluru,Reviewd,5.0
1648,"Hammer Smart Watch Pulse 2.0 with Blood Oxygen Monitoring,Calling and Activity Tracker",https://yoshops.com/products/hammer-smart-watch-pulse-2-0-with-blood-oxygen-monitoring-calling-and-activity-tracker,Bengaluru,Reviewd,5.0
1655,B.TECH Online Class Live Tuition Training Program with INTERNSHIP,https://yoshops.com/products/b-tech-online-class-live-tuition-training-program-with-internship,Bengaluru,Reviewd,5.0
1657,Summer Internship Gift,https://yoshops.com/products/summer-internship-gift,Chennai,Reviewd,4.6
1658,Refer and Earn Rs.2000 and Get Free Partnership Gift,https://yoshops.com/products/refer-and-earn-rs-2000-and-get-free-partnership-gift,Chennai,Reviewd,5.0
1659,Data Science Internship Training Program,https://yoshops.com/products/data-science-internship-training-program,Chennai,Reviewd,5.0
1660,Blockchain Developer Internship Training Program,https://yoshops.com/products/blockchain-developer-internship-training-program1,Chennai,Reviewd,5.0
1661,Hospitality Internship Training Program,https://yoshops.com/products/hospitality-internship-training-program1,Chennai,Reviewd,5.0
1662,Cyber Security Internship Training Program,https://yoshops.com/products/cyber-security-internship-training-program,Chennai,Reviewd,5.0
1663,Artificial Intelligence and Machine learning Internship Training Program,https://yoshops.com/products/artificial-intelligence-and-machine-learning-internship-training-program,Chennai,Reviewd,5.0
1664,BigData Hadoop and Apache Spark Internship Training Program,https://yoshops.com/products/bigdata-hadoop-and-apache-spark-internship-training-program,Chennai,Reviewd,5.0
1665,"Upstox Free Demat & Trading Account Get Free Gift (Wallet,Bag,Earphone) Value of Rs.999 from Yoshops.com",https://yoshops.com/products/upstox-free-demat-trading-account-get-free-gift-wallet-bag-earphone-value-of-rs-999-from-yoshops-com,Chennai,Reviewd,5.0
1666,"ONLINE TUTION FOR CLASS- NURSERY,LKG,UKG(FREE 5 DAYS DEMO CLASS)",https://yoshops.com/products/online-tution-for-class-nursery-lkg-ukg-free-5-days-demo-class1,Chennai,Reviewd,5.0
1667,Web Design & Development Internship Training Program,https://yoshops.com/products/web-design-development-internship-training-program1,Chennai,Reviewd,5.0
1668,"Fun Activities for Kids LKG to STD 10(Singing, Dancing, Drawing, Craft, Music, Yoga, Karate)",https://yoshops.com/products/fun-activities-for-kids-lkg-to-std-10-singing-dancing-drawing-craft-music-yoga-karate,Chennai,Reviewd,5.0
1669,Drone Workshop Training Program,https://yoshops.com/products/drone-workshop-training-program,Chennai,Reviewd,5.0
1681,Interior Designer Service,https://yoshops.com/products/interior-designer-service,Chennai,Reviewd,5.0
1710,Digital Marketing Internship Training Program,https://yoshops.com/products/digital-marketing-internship-training-program1,Chennai,Reviewd,5.0
1711,Human Resource Internship Training Program,https://yoshops.com/products/human-resource-internship-training-program1,Chennai,Reviewd,5.0
1722,Finance Internship Training Program,https://yoshops.com/products/finance-internship-training-program1,Chennai,Reviewd,5.0
1728,Olifair Day Cream Skin Lightening Cream for Women 50 ml(Riya Fruity Soap Free),https://yoshops.com/products/olifair-day-cream-skin-lightening-cream-for-women-50-ml1,Chennai,Reviewd,5.0
1729,Olifair Super Combo Pack(Olifair Night Cream and Day Cream),https://yoshops.com/products/olifair-super-combo-pack-olifair-night-cream-and-day-cream,Chennai,Reviewd,5.0
1730,OLIFAIR Activated Charcoal Bleach With Tea Tree Essential Oil (335gm)(Riya Fruity Soap Free),https://yoshops.com/products/olifair-activated-charcoal-bleach-with-tea-tree-essential-oil-335gm,Chennai,Reviewd,5.0
1731,OLIFAIR Unisex Butter Organic Bleach (335 gm)(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-butter-organic-bleach-335-gm1,Chennai,Reviewd,5.0
1732,Olifair Gold and Charcoal Whitening Soap (Pack of 2) 200 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-gold-and-charcoal-whitening-soap-pack-of-2-200-gm1,Chennai,Reviewd,5.0
1733,Olifair Ultra Gold Whitening Soap (Pack of 4) 400 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-ultra-gold-whitening-soap-pack-of-4-400-gm,Chennai,Reviewd,5.0
1734,Olifair Ultra Gold Whitening Soap (Pack of 6) 600 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-ultra-gold-whitening-soap-pack-of-6-600-gm,Chennai,Reviewd,5.0
1735,Olifair Charcoal Whitening Soap 120 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-charcoal-whitening-soap-120-gm,Chennai,Reviewd,5.0
1736,"Olifair Facial Kit Combo Pack (Gold, Charcoal, Lightening, Seaweed, Wrinkle) 750 gm(Riya Fruity Soap Free)",https://yoshops.com/products/olifair-facial-kit-combo-pack-gold-charcoal-lightening-seaweed-wrinkle-750-gm,Chennai,Reviewd,5.0
1737,OLIFAIR Skin Lightening Facial Kit for Face 150 gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-skin-lightening-facial-kit-for-face-150-gm1,Chennai,Reviewd,5.0
1738,OLIFAIR Unisex Age lock And Wrinkle Facial Kit 150Gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-age-lock-and-wrinkle-facial-kit-150gm,Chennai,Reviewd,5.0
1739,OLIFAIR Unisex Gold Facial Kit For Healthy Skin 150gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-gold-facial-kit-for-healthy-skin-150gm,Chennai,Reviewd,5.0
1740,OLIFAIR Activated Charcoal Face Kit With Tea Tree Essential Oil 150gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-activated-charcoal-face-kit-with-tea-tree-essential-oil-150gm,Chennai,Reviewd,5.0
1741,OLIFAIR Unisex Seaweed Facial Kit Pack 150gm(Riya Fruity Soap Free),https://yoshops.com/products/olifair-unisex-seaweed-facial-kit-pack-150gm,Chennai,Reviewd,5.0
1742,Olifair Activated Carbon + Kerovita Gel Refreshing Face Wash 50 ml(Riya Fruity Soap Free),https://yoshops.com/products/olifair-activated-carbon-kerovita-gel-refreshing-face-wash-50-ml,Chennai,Reviewd,5.0
1743,Olifair Gold Radiance Face Wash for All Skin Types - 50 ml(Riya Fruity Soap Free),https://yoshops.com/products/olifair-gold-radiance-face-wash-for-all-skin-types-50-ml,Chennai,Reviewd,5.0
1746,Olifair Saffron Face Wash - 120 ml (Free Riya Fruity Soap),https://yoshops.com/products/olifair-saffron-face-wash-120-ml-free-riya-fruity-soap,Chennai,Reviewd,5.0
1750,Olifair Active Light Sunscreen SPF 90 - 50 ml (Free Riya Fruity Soap),https://yoshops.com/products/olifair-active-light-sunscreen-spf-90-50-ml-free-riya-fruity-soap,Chennai,Reviewd,5.0
1755,OLIFAIR Alkaline De-Tan Cream White - 350 gm (Free Riya Fruity Soap),https://yoshops.com/products/olifair-alkaline-de-tan-cream-white-350-gm-free-riya-fruity-soap,Chennai,Reviewd,5.0
1756,YouTuber Akshay Bhansali YouTube Channel name - Experiment World and Subscriber- 133,https://yoshops.com/products/youtuber-akshay-bhansali-youtube-channel-name-experiment-world-and-subscriber-133,Chennai,Reviewd,5.0
1757,Hindi Class For STD 1 to STD 10 Free 5 Demo Class,https://yoshops.com/products/hindi-class-for-std-1-to-std-10-free-5-demo-class,Chennai,Reviewd,5.0
1760,"Hammer Smart Watch Pulse 2.0 with Blood Oxygen Monitoring,Calling and Activity Tracker",https://yoshops.com/products/hammer-smart-watch-pulse-2-0-with-blood-oxygen-monitoring-calling-and-activity-tracker,Chennai,Reviewd,5.0
